Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,PEDOT:PSS_n,PEDOT:PSS_k,PM6L8BO_n,PM6L8BO_k,PDINN_n,PDINN_k,Air_n,Air_k
519,1.50996,0,1.84831,0.0026,1.520265128,0.005857304,1.467733146,0.532765525,1.689177935,0.005130433,1,0
520,1.50993,0,1.84731,0.00262,1.520101026,0.005910735,1.466819986,0.537005074,1.688823206,0.005161457,1,0
521,1.5099,0,1.8463,0.00264,1.519936923,0.005964167,1.465906826,0.541244623,1.688468478,0.005192481,1,0
522,1.50986,0,1.84536,0.00266,1.519772821,0.006017598,1.464993666,0.545484172,1.688113749,0.005223505,1,0
523,1.50983,0,1.8444,0.00268,1.519608718,0.006071029,1.464080505,0.54972372,1.68775902,0.005254529,1,0
524,1.5098,0,1.8434,0.0027,1.519444615,0.006124461,1.463167345,0.553963269,1.687404292,0.005285553,1,0
525,1.50977,0,1.8424,0.00272,1.519280513,0.006177892,1.462254185,0.558202818,1.687049563,0.005316577,1,0
526,1.50974,0,1.84139,0.00273,1.51911641,0.006231324,1.461341025,0.562442367,1.686694834,0.005347601,1,0
527,1.50971,0,1.84039,0.00275,1.518967647,0.006284755,1.460427865,0.566681915,1.686340106,0.005378625,1,0
528,1.50968,0,1.83942,0.00277,1.518820588,0.006338186,1.459674466,0.571248278,1.685997979,0.005410188,1,0
529,1.50965,0,1.83848,0.00279,1.518673529,0.006391618,1.459153166,0.576289431,1.685674161,0.005442535,1,0
530,1.50962,0,1.83748,0.00281,1.518526471,0.006445049,1.458631866,0.581330584,1.685350343,0.005474882,1,0
531,1.50959,0,1.83648,0.00283,1.518379412,0.00649848,1.458110565,0.586371737,1.685026525,0.005507229,1,0
532,1.50956,0,1.83548,0.00285,1.518232353,0.006551912,1.457589265,0.59141289,1.684702707,0.005539576,1,0
533,1.50953,0,1.83448,0.00287,1.518085294,0.006605829,1.457067965,0.596454043,1.684378889,0.005571923,1,0
534,1.50951,0,1.83349,0.00289,1.517938235,0.006664118,1.456546665,0.601495196,1.68405507,0.005604269,1,0
535,1.50948,0,1.83254,0.00291,1.517791176,0.006722406,1.456025365,0.606536349,1.683731252,0.005636616,1,0
536,1.50945,0,1.83157,0.00293,1.517644118,0.006780695,1.455504065,0.611577502,1.683407434,0.005668963,1,0
537,1.50942,0,1.83057,0.00295,1.517497059,0.006838984,1.454982765,0.616618655,1.683083616,0.00570131,1,0
538,1.50939,0,1.82957,0.00297,1.51735,0.006897273,1.454461464,0.621659808,1.682759798,0.005733657,1,0
539,1.50936,0,1.82857,0.00299,1.517202941,0.006955561,1.453940164,0.626700961,1.68243598,0.005766004,1,0
540,1.50933,0,1.82756,0.00301,1.517055882,0.00701385,1.4541104,0.632642771,1.682135742,0.005799645,1,0
541,1.5093,0,1.82661,0.00303,1.516908824,0.007072139,1.454326109,0.638643806,1.681837055,0.00583337,1,0
542,1.50927,0,1.82566,0.00305,1.516761765,0.007130428,1.454541818,0.644644842,1.681538368,0.005867095,1,0
543,1.50924,0,1.82465,0.00307,1.516614706,0.007188717,1.454757527,0.650645877,1.681239681,0.005900821,1,0
544,1.50921,0,1.82365,0.00309,1.516467647,0.007247005,1.454973236,0.656646912,1.680940995,0.005934546,1,0
545,1.50918,0,1.82265,0.00311,1.516320588,0.007305294,1.455188945,0.662647947,1.680642308,0.005968272,1,0
546,1.50915,0,1.82171,0.00314,1.516173529,0.007363583,1.455404654,0.668648982,1.680343621,0.006001997,1,0
547,1.50912,0,1.82075,0.00316,1.516014439,0.007421872,1.455620363,0.674650017,1.680044934,0.006035722,1,0
548,1.50909,0,1.81974,0.00318,1.515843316,0.00748016,1.455836072,0.680651052,1.679746247,0.006069448,1,0
549,1.50906,0,1.81874,0.0032,1.515672193,0.007538449,1.456051781,0.686652087,1.67944756,0.006103173,1,0
550,1.50903,0,1.81774,0.00322,1.51550107,0.007596738,1.45626749,0.692653123,1.679148873,0.006136899,1,0
551,1.509,0,1.81674,0.00324,1.515329947,0.007655027,1.456483199,0.698654158,1.678850186,0.006170624,1,0
552,1.50897,0,1.81574,0.00327,1.515158824,0.007710471,1.457971351,0.70564435,1.678571005,0.00620593,1,0
553,1.50894,0,1.81473,0.00329,1.514987701,0.007761647,1.459513627,0.712676617,1.678292652,0.006241303,1,0
554,1.50891,0,1.81379,0.00331,1.514816578,0.007812824,1.461055903,0.719708884,1.6780143,0.006276676,1,0
555,1.50888,0,1.81283,0.00333,1.514645455,0.007864,1.462598179,0.726741151,1.677735948,0.006312049,1,0
556,1.50886,0,1.81182,0.00335,1.514474332,0.007915176,1.464140454,0.733773418,1.677457596,0.006347421,1,0
557,1.50884,0,1.81082,0.00338,1.514303209,0.007966353,1.46568273,0.740805684,1.677179243,0.006382794,1,0
558,1.50881,0,1.80982,0.0034,1.514132086,0.008017529,1.467225006,0.747837951,1.676900891,0.006418167,1,0
559,1.50879,0,1.80882,0.00342,1.513960963,0.008068706,1.468767282,0.754870218,1.676622539,0.00645354,1,0
560,1.50876,0,1.80782,0.00344,1.51378984,0.008119882,1.470309558,0.761902485,1.676344187,0.006488913,1,0
561,1.50874,0,1.80681,0.00347,1.513618717,0.008171059,1.471851834,0.768934752,1.676065834,0.006524286,1,0
562,1.50872,0,1.80587,0.00349,1.513447594,0.008222235,1.473394109,0.775967019,1.675787482,0.006559659,1,0
563,1.50869,0,1.80491,0.00351,1.513276471,0.008273412,1.474936385,0.782999285,1.67550913,0.006595032,1,0
564,1.50867,0,1.8039,0.00354,1.513105348,0.008324588,1.477457142,0.79036731,1.675237859,0.006631083,1,0
565,1.50864,0,1.8029,0.00356,1.512934225,0.008375765,1.481246218,0.798170546,1.674975767,0.006668012,1,0
566,1.50862,0,1.8019,0.00358,1.512790196,0.008426941,1.485035293,0.805973783,1.674713676,0.006704941,1,0
567,1.5086,0,1.8009,0.00361,1.512652941,0.008478118,1.488824368,0.81377702,1.674451584,0.006741871,1,0
568,1.50857,0,1.7999,0.00363,1.512515686,0.008529294,1.492613444,0.821580256,1.674189492,0.0067788,1,0
569,1.50855,0,1.79889,0.00366,1.512378431,0.008586872,1.496402519,0.829383493,1.673927401,0.00681573,1,0
570,1.50852,0,1.79789,0.00368,1.512241176,0.008654051,1.500191594,0.83718673,1.673665309,0.006852659,1,0
571,1.5085,0,1.79689,0.0037,1.512103922,0.008721231,1.50398067,0.844989966,1.673403217,0.006889588,1,0
572,1.50848,0,1.79588,0.00373,1.511966667,0.00878841,1.507769745,0.852793203,1.673141125,0.006926518,1,0
573,1.50845,0,1.79488,0.00375,1.511829412,0.00885559,1.51155882,0.86059644,1.672879034,0.006963447,1,0
574,1.50843,0,1.79388,0.00378,1.511692157,0.008922769,1.515347895,0.868399676,1.672616942,0.007000376,1,0
575,1.5084,0,1.79287,0.0038,1.511554902,0.008989949,1.519136971,0.876202913,1.67235485,0.007037306,1,0
576,1.50838,0,1.79187,0.00383,1.511417647,0.009057128,1.522926046,0.884006149,1.672092759,0.007074235,1,0
577,1.50836,0,1.79087,0.00385,1.511280392,0.009124308,1.52781814,0.891699826,1.671835,0.007111787,1,0
578,1.50833,0,1.78987,0.00388,1.511143137,0.009191487,1.534955785,0.899170456,1.671586061,0.007150606,1,0
579,1.50831,0,1.78887,0.0039,1.511005882,0.009258667,1.542093429,0.906641087,1.671337123,0.007189426,1,0
580,1.50828,0,1.78786,0.00393,1.510868627,0.009325846,1.549231074,0.914111718,1.671088184,0.007228245,1,0
581,1.50826,0,1.78686,0.00395,1.510731373,0.009393026,1.556368718,0.921582348,1.670839246,0.007267064,1,0
582,1.50824,0,1.78586,0.00398,1.510594118,0.009460205,1.563506362,0.929052979,1.670590307,0.007305883,1,0
583,1.50821,0,1.78485,0.00401,1.510456863,0.009527385,1.570644007,0.93652361,1.670341369,0.007344703,1,0
584,1.50819,0,1.78385,0.00403,1.510319608,0.009594564,1.577781651,0.94399424,1.67009243,0.007383522,1,0
585,1.50816,0,1.78285,0.00406,1.510182353,0.009661744,1.584919296,0.951464871,1.669843492,0.007422341,1,0
586,1.50814,0,1.78184,0.00408,1.510040611,0.009728923,1.59205694,0.958935502,1.669594553,0.00746116,1,0
587,1.50812,0,1.78084,0.00411,1.50989214,0.009796103,1.599194585,0.966406132,1.669345615,0.00749998,1,0
588,1.50809,0,1.77984,0.00414,1.509743668,0.009863282,1.606332229,0.973876763,1.669096676,0.007538799,1,0
589,1.50807,0,1.77883,0.00416,1.509595197,0.00993573,1.613469874,0.981347394,1.668847738,0.007577618,1,0
590,1.50804,0,1.77783,0.00419,1.509446725,0.010008764,1.620607518,0.988818024,1.668598799,0.007616437,1,0
591,1.50802,0,1.77683,0.00422,1.509298253,0.010081798,1.629948391,0.994612669,1.668356006,0.00765638,1,0
592,1.508,0,1.77583,0.00425,1.509149782,0.010154831,1.6407636,0.999285794,1.668117326,0.007697074,1,0
593,1.50797,0,1.77482,0.00427,1.50900131,0.010227865,1.651578808,1.003958919,1.667878645,0.007737769,1,0
594,1.50795,0,1.77375,0.0043,1.508852838,0.010300899,1.662394016,1.008632044,1.667639965,0.007778463,1,0
595,1.50793,0,1.77272,0.00433,1.508704367,0.010373933,1.673209225,1.013305169,1.667401284,0.007819158,1,0
596,1.50791,0,1.77171,0.00436,1.508555895,0.010446966,1.684024433,1.017978294,1.667162604,0.007859852,1,0
597,1.50789,0,1.77071,0.00438,1.508407424,0.01052,1.694839641,1.022651419,1.666923923,0.007900547,1,0
598,1.50786,0,1.76971,0.00441,1.508258952,0.010593034,1.70565485,1.027324544,1.666685243,0.007941241,1,0
599,1.50784,0,1.76871,0.00444,1.50811048,0.010666067,1.716470058,1.031997669,1.666446562,0.007981936,1,0
600,1.50782,0,1.76766,0.00447,1.507962009,0.010739101,1.727285266,1.036670794,1.666207881,0.00802263,1,0
601,1.5078,0,1.7666,0.0045,1.507813537,0.010812135,1.738100475,1.041343919,1.665969201,0.008063324,1,0
602,1.50778,0,1.7656,0.00453,1.507665066,0.010885169,1.748915683,1.046017044,1.66573052,0.008104019,1,0
603,1.50776,0,1.7646,0.00455,1.507516594,0.010958202,1.759730891,1.050690169,1.66549184,0.008144713,1,0
604,1.50774,0,1.76359,0.00458,1.507368122,0.011031236,1.7705461,1.055363294,1.665253159,0.008185408,1,0
605,1.50771,0,1.76253,0.00461,1.507219651,0.01110427,1.781640691,1.058908534,1.665016097,0.00822652,1,0
606,1.50769,0,1.76149,0.00464,1.507071179,0.011177706,1.793859129,1.057916742,1.664785543,0.00826931,1,0
607,1.50767,0,1.76048,0.00467,1.506922707,0.011254765,1.806077566,1.056924949,1.664554989,0.008312101,1,0
608,1.50765,0,1.75943,0.0047,1.506774236,0.011331824,1.818296004,1.055933157,1.664324435,0.008354892,1,0
609,1.50763,0,1.75838,0.00473,1.506628344,0.011408882,1.830514442,1.054941365,1.664093881,0.008397683,1,0
610,1.50761,0,1.75737,0.00476,1.506485032,0.011485941,1.842732879,1.053949572,1.663863327,0.008440473,1,0
611,1.50758,0,1.75634,0.00479,1.50634172,0.011563,1.854951317,1.05295778,1.663632773,0.008483264,1,0
612,1.50756,0,1.75528,0.00482,1.506198408,0.011640059,1.867169755,1.051965987,1.663402218,0.008526055,1,0
613,1.50754,0,1.75426,0.00485,1.506055096,0.011717118,1.879388193,1.050974195,1.663171664,0.008568845,1,0
614,1.50752,0,1.75324,0.00488,1.505911783,0.011794176,1.89160663,1.049982403,1.66294111,0.008611636,1,0
615,1.5075,0,1.75217,0.00491,1.505768471,0.011871235,1.903825068,1.04899061,1.662710556,0.008654427,1,0
616,1.50748,0,1.75115,0.00495,1.505625159,0.011948294,1.916043506,1.047998818,1.662480002,0.008697218,1,0
617,1.50746,0,1.75014,0.00498,1.505481847,0.012025353,1.928261943,1.047007026,1.662249448,0.008740008,1,0
618,1.50743,0,1.74907,0.00501,1.505338535,0.012102412,1.940480381,1.046015233,1.662018894,0.008782799,1,0
619,1.50741,0,1.74804,0.00504,1.505195223,0.012179471,1.952698819,1.045023441,1.66178834,0.00882559,1,0
620,1.50739,0,1.74704,0.00507,1.505051911,0.012256529,1.96466153,1.043593595,1.661558267,0.008868559,1,0
621,1.50737,0,1.74597,0.0051,1.504908599,0.012333588,1.973642927,1.03705682,1.661333798,0.008913603,1,0
622,1.50735,0,1.74491,0.00514,1.504765287,0.012410647,1.982624324,1.030520045,1.661109329,0.008958648,1,0
623,1.50733,0,1.74385,0.00517,1.504621975,0.012488128,1.991605721,1.02398327,1.66088486,0.009003693,1,0
624,1.5073,0,1.74278,0.0052,1.504478662,0.012569412,2.000587118,1.017446495,1.660660391,0.009048738,1,0
625,1.50728,0,1.74172,0.00523,1.50433535,0.012650695,2.009568515,1.01090972,1.660435923,0.009093782,1,0
626,1.50726,0,1.74072,0.00527,1.504192038,0.012731979,2.018549912,1.004372945,1.660211454,0.009138827,1,0
627,1.50724,0,1.73968,0.0053,1.504048726,0.012813262,2.027531309,0.99783617,1.659986985,0.009183872,1,0
628,1.50722,0,1.73861,0.00533,1.503905414,0.012894545,2.036512706,0.991299395,1.659762516,0.009228917,1,0
629,1.5072,0,1.73755,0.00536,1.503762102,0.012975829,2.045494104,0.98476262,1.659538047,0.009273961,1,0
630,1.50718,0,1.73648,0.0054,1.50361879,0.013057112,2.054475501,0.978225845,1.659313578,0.009319006,1,0
631,1.50715,0,1.73541,0.00543,1.503475478,0.013138396,2.063456898,0.97168907,1.659089109,0.009364051,1,0
632,1.50713,0,1.73434,0.00547,1.503332166,0.013219679,2.072438295,0.965152295,1.658864641,0.009409096,1,0
633,1.50711,0,1.73328,0.0055,1.503188854,0.013300963,2.081419692,0.958615519,1.658640172,0.00945414,1,0
634,1.50709,0,1.73221,0.00553,1.503045541,0.013382246,2.090401089,0.952078744,1.658415703,0.009499185,1,0
635,1.50707,0,1.73115,0.00557,1.502902229,0.013463529,2.099382486,0.945541969,1.658191234,0.00954423,1,0
636,1.50706,0,1.73008,0.0056,1.502758917,0.013544813,2.107291007,0.938734213,1.657967609,0.009589728,1,0
637,1.50704,0,1.72902,0.00564,1.502615605,0.013626096,2.110432035,0.930722308,1.657747732,0.009637242,1,0
638,1.50703,0,1.72795,0.00567,1.502472293,0.01370738,2.113573064,0.922710402,1.657527855,0.009684755,1,0
639,1.50701,0,1.72688,0.00571,1.502328981,0.013788663,2.116714092,0.914698497,1.657307978,0.009732269,1,0
640,1.507,0,1.72582,0.00574,1.502185027,0.013869947,2.11985512,0.906686592,1.657088102,0.009779782,1,0
641,1.50698,0,1.72475,0.00578,1.502035294,0.01395123,2.122996149,0.898674687,1.656868225,0.009827296,1,0
642,1.50697,0,1.72369,0.00581,1.501885561,0.014031179,2.126137177,0.890662781,1.656648348,0.009874809,1,0
643,1.50695,0,1.72262,0.00585,1.501735829,0.014109128,2.129278205,0.882650876,1.656428471,0.009922322,1,0
644,1.50694,0,1.72155,0.00589,1.501586096,0.014187077,2.132419233,0.874638971,1.656208595,0.009969836,1,0
645,1.50692,0,1.72048,0.00592,1.501436364,0.014265026,2.135560262,0.866627066,1.655988718,0.010017349,1,0
646,1.50691,0,1.71942,0.00596,1.501286631,0.014342974,2.13870129,0.85861516,1.655768841,0.010064863,1,0
647,1.50689,0,1.71835,0.006,1.501136898,0.014420923,2.141842318,0.850603255,1.655548964,0.010112376,1,0
648,1.50688,0,1.71723,0.00603,1.500987166,0.014498872,2.144983347,0.84259135,1.655329087,0.01015989,1,0
649,1.50686,0,1.71612,0.00607,1.500837433,0.014576821,2.148124375,0.834579445,1.655109211,0.010207403,1,0
650,1.50685,0,1.71505,0.00611,1.500687701,0.014654769,2.151265403,0.826567539,1.654889334,0.010254917,1,0
651,1.50683,0,1.71399,0.00614,1.500537968,0.014732718,2.154406432,0.818555634,1.654669457,0.01030243,1,0
652,1.50682,0,1.71291,0.00618,1.500388235,0.014810667,2.15754746,0.810543729,1.65444958,0.010349944,1,0
653,1.5068,0,1.71178,0.00622,1.500238503,0.014888615,2.158694861,0.803602932,1.654231159,0.010398661,1,0
654,1.50679,0,1.71069,0.00626,1.50008877,0.014966564,2.157421301,0.797962836,1.654014505,0.010448842,1,0
655,1.50677,0,1.70962,0.0063,1.499939037,0.015044513,2.156147742,0.792322739,1.653797851,0.010499022,1,0
656,1.50676,0,1.70855,0.00634,1.499789305,0.015122462,2.154874183,0.786682643,1.653581196,0.010549202,1,0
657,1.50674,0,1.70746,0.00637,1.499639572,0.01520041,2.153600624,0.781042546,1.653364542,0.010599383,1,0
658,1.50673,0,1.70634,0.00641,1.49948984,0.015278359,2.152327065,0.775402449,1.653147888,0.010649563,1,0
659,1.50671,0,1.70525,0.00645,1.499341176,0.015356308,2.151053505,0.769762353,1.652931234,0.010699743,1,0
660,1.5067,0,1.70418,0.00649,1.499194118,0.015434256,2.149779946,0.764122256,1.65271458,0.010749924,1,0
661,1.50668,0,1.70304,0.00653,1.499047059,0.015512205,2.148506387,0.758482159,1.652497925,0.010800104,1,0
662,1.50667,0,1.70192,0.00657,1.4989,0.015611588,2.147232828,0.752842063,1.652281271,0.010850284,1,0
663,1.50665,0,1.70079,0.00661,1.498752941,0.015713353,2.145959268,0.747201966,1.652064617,0.010900465,1,0
664,1.50664,0,1.69972,0.00665,1.498605882,0.015815118,2.144685709,0.74156187,1.651847963,0.010950645,1,0
665,1.50662,0,1.69863,0.00669,1.498458824,0.015916882,2.14341215,0.735921773,1.651631309,0.011000825,1,0
666,1.50661,0,1.69749,0.00673,1.498311765,0.016018647,2.142138591,0.730281676,1.651414654,0.011051005,1,0
667,1.50659,0,1.69637,0.00677,1.498164706,0.016120412,2.140865031,0.72464158,1.651198,0.011101186,1,0
668,1.50658,0,1.69525,0.00681,1.498017647,0.016222176,2.139591472,0.719001483,1.650981346,0.011151366,1,0
669,1.50656,0,1.69418,0.00686,1.497870588,0.016323941,2.138317913,0.713361386,1.650764692,0.011201546,1,0
670,1.50655,0,1.69308,0.0069,1.497723529,0.016425706,2.137044354,0.70772129,1.650548038,0.011251727,1,0
671,1.50653,0,1.69194,0.00694,1.497576471,0.016527471,2.13434426,0.705083351,1.650333192,0.011304264,1,0
672,1.50652,0,1.69082,0.00698,1.497429412,0.016629235,2.13132078,0.703125981,1.650118756,0.011357336,1,0
673,1.5065,0,1.68969,0.00702,1.497282353,0.016731,2.128297301,0.70116861,1.649904321,0.011410408,1,0
674,1.50649,0,1.68856,0.00707,1.497135294,0.016832765,2.125273821,0.699211239,1.649689885,0.011463479,1,0
675,1.50647,0,1.68743,0.00711,1.496988235,0.016934529,2.122250342,0.697253869,1.649475449,0.011516551,1,0
676,1.50646,0,1.6863,0.00715,1.496841176,0.017036294,2.119226862,0.695296498,1.649261013,0.011569623,1,0
677,1.50645,0,1.68517,0.00719,1.496694118,0.017138059,2.116203383,0.693339127,1.649046578,0.011622695,1,0
678,1.50643,0,1.68404,0.00724,1.496547059,0.017239824,2.113179904,0.691381757,1.648832142,0.011675767,1,0
679,1.50642,0,1.68291,0.00728,1.4964,0.017348547,2.110156424,0.689424386,1.648617706,0.011728838,1,0
680,1.5064,0,1.68178,0.00733,1.496264253,0.017458045,2.107132945,0.687467015,1.64840327,0.01178191,1,0
681,1.50639,0,1.68065,0.00737,1.496128507,0.017567542,2.104109465,0.685509644,1.648188835,0.011834982,1,0
682,1.50637,0,1.67952,0.00741,1.49599276,0.017677039,2.101085986,0.683552274,1.647974399,0.011888054,1,0
683,1.50636,0,1.67839,0.00746,1.495857014,0.017786536,2.098062506,0.681594903,1.647759963,0.011941125,1,0
684,1.50634,0,1.67726,0.0075,1.495721267,0.017896034,2.095039027,0.679637532,1.647545527,0.011994197,1,0
685,1.50633,0,1.67613,0.00755,1.49558552,0.018005531,2.092015548,0.677680162,1.647331092,0.012047269,1,0
686,1.50632,0,1.67496,0.00759,1.495449774,0.018115028,2.088992068,0.675722791,1.647116656,0.012100341,1,0
687,1.50631,0,1.67377,0.00764,1.495314027,0.018224525,2.085968589,0.67376542,1.64690222,0.012153412,1,0
688,1.5063,0,1.67264,0.00769,1.495178281,0.018334022,2.082945109,0.67180805,1.646687784,0.012206484,1,0
689,1.50629,0,1.67151,0.00773,1.495042534,0.01844352,2.079980522,0.670585953,1.646473592,0.012260178,1,0
690,1.50628,0,1.67038,0.00778,1.494906787,0.018553017,2.077253134,0.672325282,1.646260381,0.012316377,1,0
691,1.50627,0,1.6692,0.00783,1.494771041,0.018662514,2.074525746,0.674064611,1.646047169,0.012372576,1,0
692,1.50626,0,1.66802,0.00787,1.494635294,0.018772011,2.071798358,0.67580394,1.645833958,0.012428776,1,0
693,1.50625,0,1.66689,0.00792,1.494499548,0.018881508,2.06907097,0.67754327,1.645620747,0.012484975,1,0
694,1.50624,0,1.66576,0.00797,1.494363801,0.018991006,2.066343581,0.679282599,1.645407535,0.012541174,1,0
695,1.50623,0,1.66463,0.00801,1.494228054,0.019100503,2.063616193,0.681021928,1.645194324,0.012597373,1,0
696,1.50622,0,1.66343,0.00806,1.494092308,0.01921,2.060888805,0.682761257,1.644981113,0.012653572,1,0
697,1.50621,0,1.66227,0.00811,1.493956561,0.019331348,2.058161417,0.684500587,1.644767901,0.012709772,1,0
698,1.5062,0,1.66114,0.00816,1.493820814,0.019452697,2.055434029,0.686239916,1.64455469,0.012765971,1,0
699,1.50619,0,1.65995,0.00821,1.493685068,0.019574045,2.05270664,0.687979245,1.644341478,0.01282217,1,0
700,1.50618,0,1.65875,0.00826,1.493549321,0.019695393,2.049979252,0.689718575,1.644128267,0.012878369,1,0
701,1.50617,0,1.65756,0.00831,1.493413575,0.019816742,2.047251864,0.691457904,1.643915056,0.012934568,1,0
702,1.50616,0,1.65641,0.00836,1.493274236,0.01993809,2.044524476,0.693197233,1.643701844,0.012990767,1,0
703,1.50615,0,1.65528,0.0084,1.493134498,0.020059438,2.041797088,0.694936562,1.643488633,0.013046967,1,0
704,1.50614,0,1.65409,0.00846,1.49299476,0.020180787,2.039069699,0.696675892,1.643275422,0.013103166,1,0
705,1.50613,0,1.65289,0.00851,1.492855022,0.020302135,2.036342311,0.698415221,1.64306221,0.013159365,1,0
706,1.50612,0,1.6517,0.00856,1.492715284,0.020423483,2.033614923,0.70015455,1.642848999,0.013215564,1,0
707,1.50611,0,1.6505,0.00861,1.492575546,0.020544831,2.030887535,0.701893879,1.642635787,0.013271763,1,0
708,1.5061,0,1.64931,0.00866,1.492435808,0.02066618,2.028160146,0.703633209,1.642422576,0.013327963,1,0
709,1.50609,0,1.64811,0.00871,1.49229607,0.020787528,2.026609787,0.707256196,1.642209634,0.013385978,1,0
710,1.50608,0,1.64692,0.00876,1.492156332,0.020908876,2.026150713,0.712625625,1.641996941,0.013445678,1,0
711,1.50607,0,1.64573,0.00881,1.492016594,0.021030225,2.025691639,0.717995053,1.641784249,0.013505378,1,0
712,1.50606,0,1.64454,0.00887,1.491876856,0.021151573,2.025232565,0.723364481,1.641571557,0.013565078,1,0
713,1.50605,0,1.64334,0.00892,1.491737118,0.021272921,2.024773491,0.72873391,1.641358864,0.013624777,1,0
714,1.50604,0,1.64215,0.00897,1.49159738,0.021394167,2.024314417,0.734103338,1.641146172,0.013684477,1,0
715,1.50603,0,1.64095,0.00902,1.491457642,0.021515,2.023855343,0.739472766,1.640933479,0.013744177,1,0
716,1.50602,0,1.63976,0.00908,1.491317904,0.021635833,2.023396269,0.744842195,1.640720787,0.013803877,1,0
717,1.50601,0,1.63856,0.00913,1.491178166,0.021756667,2.022937195,0.750211623,1.640508094,0.013863576,1,0
718,1.506,0,1.63737,0.00919,1.491038428,0.0218775,2.022478121,0.755581051,1.640295402,0.013923276,1,0
719,1.50599,0,1.63618,0.00924,1.49089869,0.021998333,2.022019047,0.76095048,1.640082709,0.013982976,1,0
720,1.50598,0,1.63499,0.00929,1.490758952,0.022119167,2.021559973,0.766319908,1.639870017,0.014042676,1,0
721,1.50597,0,1.63376,0.00935,1.490619214,0.02224,2.021100899,0.771689336,1.639657325,0.014102375,1,0
722,1.50596,0,1.6325,0.0094,1.490479476,0.022360833,2.020641825,0.777058765,1.639444632,0.014162075,1,0
723,1.50595,0,1.6313,0.00946,1.490339738,0.022481667,2.020182751,0.782428193,1.63923194,0.014221775,1,0
724,1.50594,0,1.63008,0.00952,1.4902,0.0226025,2.019723677,0.787797621,1.639019247,0.014281475,1,0
725,1.50593,0,1.62883,0.00957,1.490064253,0.022723333,2.019264603,0.79316705,1.638806555,0.014341175,1,0
726,1.50592,0,1.62762,0.00963,1.489928507,0.022844167,2.018805529,0.798536478,1.638593862,0.014400874,1,0
727,1.50591,0,1.62641,0.00969,1.48979276,0.022965,2.018346455,0.803905907,1.63838117,0.014460574,1,0
728,1.5059,0,1.62515,0.00974,1.489657014,0.023085833,2.017887381,0.809275335,1.638168478,0.014520274,1,0
729,1.50589,0,1.62394,0.0098,1.489521267,0.023205448,2.017428307,0.814644763,1.637955785,0.014579974,1,0
730,1.50588,0,1.62274,0.00986,1.48938552,0.023324759,2.020989744,0.821850335,1.63774302,0.014642251,1,0
731,1.50587,0,1.62148,0.00992,1.489249774,0.023444069,2.026431904,0.829914822,1.63753022,0.014705733,1,0
732,1.50586,0,1.62025,0.00997,1.489114027,0.023563379,2.031874063,0.837979309,1.63731742,0.014769215,1,0
733,1.50586,0,1.61905,0.01003,1.488978281,0.02368269,2.037316223,0.846043796,1.637104621,0.014832698,1,0
734,1.50585,0,1.6178,0.01009,1.488842534,0.023802,2.042758383,0.854108283,1.636891821,0.01489618,1,0
735,1.50584,0,1.61655,0.01015,1.488706787,0.02392131,2.048200543,0.86217277,1.636679021,0.014959663,1,0
736,1.50583,0,1.6153,0.01021,1.488571041,0.024040621,2.053642703,0.870237257,1.636466222,0.015023145,1,0
737,1.50582,0,1.61405,0.01027,1.488435294,0.024159931,2.059084863,0.878301744,1.636253422,0.015086628,1,0
738,1.50581,0,1.61279,0.01033,1.488299548,0.024279241,2.064527023,0.88636623,1.636040622,0.01515011,1,0
739,1.5058,0,1.61153,0.01039,1.488163801,0.024398552,2.069969183,0.894430717,1.635827823,0.015213593,1,0
740,1.50579,0,1.61027,0.01045,1.488028054,0.024517862,2.075411343,0.902495204,1.635615023,0.015277075,1,0
741,1.50578,0,1.60901,0.01051,1.487892308,0.024637172,2.080853503,0.910559691,1.635402223,0.015340557,1,0
742,1.50576,0,1.60776,0.01058,1.487756561,0.024756483,2.086295663,0.918624178,1.635189424,0.01540404,1,0
743,1.50575,0,1.6065,0.01064,1.487620814,0.024889765,2.091737823,0.926688665,1.634976624,0.015467522,1,0
744,1.50574,0,1.60524,0.0107,1.487485068,0.025055647,2.097179983,0.934753152,1.634763824,0.015531005,1,0
745,1.50573,0,1.60398,0.01076,1.487349321,0.025221529,2.102622143,0.942817639,1.634551025,0.015594487,1,0
746,1.50572,0,1.60272,0.01083,1.487213575,0.025387412,2.108064303,0.950882126,1.634338225,0.01565797,1,0
747,1.50571,0,1.60147,0.01089,1.487084286,0.025553294,2.113506463,0.958946613,1.634125426,0.015721452,1,0
748,1.5057,0,1.60021,0.01095,1.486955714,0.025719176,2.118948623,0.9670111,1.633912626,0.015784934,1,0
749,1.50569,0,1.59895,0.01102,1.486827143,0.025885059,2.124390782,0.975075587,1.633699826,0.015848417,1,0
750,1.50568,0,1.59769,0.01108,1.486698571,0.026050941,2.129832942,0.983140074,1.633487027,0.015911899,1,0
751,1.50566,0,1.59641,0.01115,1.48657,0.026216824,2.135275102,0.991204561,1.633274227,0.015975382,1,0
752,1.50565,0,1.59509,0.01121,1.486441429,0.026382706,2.146641549,0.996487416,1.633061104,0.016041295,1,0
753,1.50564,0,1.59382,0.01128,1.486312857,0.026548588,2.162285683,0.999761768,1.632847748,0.016108965,1,0
