Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,PEDOT:PSS_n,PEDOT:PSS_k,PDINN_n,PDINN_k,Air_n,Air_k,PM6L8BOOFIB_n,PM6L8BOOFIB_k
525,1.50977,0,1.8424,0.00272,1.519280513,0.006177892,1.687049563,0.005316577,1,0,1.291364953,0.654401088
526,1.50974,0,1.84139,0.00273,1.51911641,0.006231324,1.686694834,0.005347601,1,0,1.290005175,0.658537921
527,1.50971,0,1.84039,0.00275,1.518967647,0.006284755,1.686340106,0.005378625,1,0,1.288645397,0.662674754
528,1.50968,0,1.83942,0.00277,1.518820588,0.006338186,1.685997979,0.005410188,1,0,1.287403664,0.667223325
529,1.50965,0,1.83848,0.00279,1.518673529,0.006391618,1.685674161,0.005442535,1,0,1.286333424,0.672370063
530,1.50962,0,1.83748,0.00281,1.518526471,0.006445049,1.685350343,0.005474882,1,0,1.285263185,0.677516802
531,1.50959,0,1.83648,0.00283,1.518379412,0.00649848,1.685026525,0.005507229,1,0,1.284192946,0.68266354
532,1.50956,0,1.83548,0.00285,1.518232353,0.006551912,1.684702707,0.005539576,1,0,1.283122707,0.687810278
533,1.50953,0,1.83448,0.00287,1.518085294,0.006605829,1.684378889,0.005571923,1,0,1.282052468,0.692957017
534,1.50951,0,1.83349,0.00289,1.517938235,0.006664118,1.68405507,0.005604269,1,0,1.280982229,0.698103755
535,1.50948,0,1.83254,0.00291,1.517791176,0.006722406,1.683731252,0.005636616,1,0,1.27991199,0.703250493
536,1.50945,0,1.83157,0.00293,1.517644118,0.006780695,1.683407434,0.005668963,1,0,1.278841751,0.708397231
537,1.50942,0,1.83057,0.00295,1.517497059,0.006838984,1.683083616,0.00570131,1,0,1.277771512,0.71354397
538,1.50939,0,1.82957,0.00297,1.51735,0.006897273,1.682759798,0.005733657,1,0,1.276701273,0.718690708
539,1.50936,0,1.82857,0.00299,1.517202941,0.006955561,1.68243598,0.005766004,1,0,1.275631034,0.723837446
540,1.50933,0,1.82756,0.00301,1.517055882,0.00701385,1.682135742,0.005799645,1,0,1.275277849,0.730233886
541,1.5093,0,1.82661,0.00303,1.516908824,0.007072139,1.681837055,0.00583337,1,0,1.274971816,0.736712503
542,1.50927,0,1.82566,0.00305,1.516761765,0.007130428,1.681538368,0.005867095,1,0,1.274665783,0.74319112
543,1.50924,0,1.82465,0.00307,1.516614706,0.007188717,1.681239681,0.005900821,1,0,1.27435975,0.749669737
544,1.50921,0,1.82365,0.00309,1.516467647,0.007247005,1.680940995,0.005934546,1,0,1.274053717,0.756148354
545,1.50918,0,1.82265,0.00311,1.516320588,0.007305294,1.680642308,0.005968272,1,0,1.273747684,0.762626971
546,1.50915,0,1.82171,0.00314,1.516173529,0.007363583,1.680343621,0.006001997,1,0,1.273441651,0.769105588
547,1.50912,0,1.82075,0.00316,1.516014439,0.007421872,1.680044934,0.006035722,1,0,1.273135618,0.775584205
548,1.50909,0,1.81974,0.00318,1.515843316,0.00748016,1.679746247,0.006069448,1,0,1.272829585,0.782062822
549,1.50906,0,1.81874,0.0032,1.515672193,0.007538449,1.67944756,0.006103173,1,0,1.272523552,0.788541439
550,1.50903,0,1.81774,0.00322,1.51550107,0.007596738,1.679148873,0.006136899,1,0,1.272217519,0.795020056
551,1.509,0,1.81674,0.00324,1.515329947,0.007655027,1.678850186,0.006170624,1,0,1.271911486,0.801498672
552,1.50897,0,1.81574,0.00327,1.515158824,0.007710471,1.678571005,0.00620593,1,0,1.273286059,0.809441379
553,1.50894,0,1.81473,0.00329,1.514987701,0.007761647,1.678292652,0.006241303,1,0,1.274732117,0.817446362
554,1.50891,0,1.81379,0.00331,1.514816578,0.007812824,1.6780143,0.006276676,1,0,1.276178176,0.825451344
555,1.50888,0,1.81283,0.00333,1.514645455,0.007864,1.677735948,0.006312049,1,0,1.277624234,0.833456327
556,1.50886,0,1.81182,0.00335,1.514474332,0.007915176,1.677457596,0.006347421,1,0,1.279070292,0.841461309
557,1.50884,0,1.81082,0.00338,1.514303209,0.007966353,1.677179243,0.006382794,1,0,1.28051635,0.849466292
558,1.50881,0,1.80982,0.0034,1.514132086,0.008017529,1.676900891,0.006418167,1,0,1.281962409,0.857471275
559,1.50879,0,1.80882,0.00342,1.513960963,0.008068706,1.676622539,0.00645354,1,0,1.283408467,0.865476257
560,1.50876,0,1.80782,0.00344,1.51378984,0.008119882,1.676344187,0.006488913,1,0,1.284854525,0.87348124
561,1.50874,0,1.80681,0.00347,1.513618717,0.008171059,1.676065834,0.006524286,1,0,1.286300584,0.881486222
562,1.50872,0,1.80587,0.00349,1.513447594,0.008222235,1.675787482,0.006559659,1,0,1.287746642,0.889491205
563,1.50869,0,1.80491,0.00351,1.513276471,0.008273412,1.67550913,0.006595032,1,0,1.2891927,0.897496187
564,1.50867,0,1.8039,0.00354,1.513105348,0.008324588,1.675237859,0.006631083,1,0,1.292147373,0.905889046
565,1.50864,0,1.8029,0.00356,1.512934225,0.008375765,1.674975767,0.006668012,1,0,1.297057529,0.914784675
566,1.50862,0,1.8019,0.00358,1.512790196,0.008426941,1.674713676,0.006704941,1,0,1.301967686,0.923680304
567,1.5086,0,1.8009,0.00361,1.512652941,0.008478118,1.674451584,0.006741871,1,0,1.306877842,0.932575933
568,1.50857,0,1.7999,0.00363,1.512515686,0.008529294,1.674189492,0.0067788,1,0,1.311787998,0.941471561
569,1.50855,0,1.79889,0.00366,1.512378431,0.008586872,1.673927401,0.00681573,1,0,1.316698155,0.95036719
570,1.50852,0,1.79789,0.00368,1.512241176,0.008654051,1.673665309,0.006852659,1,0,1.321608311,0.959262819
571,1.5085,0,1.79689,0.0037,1.512103922,0.008721231,1.673403217,0.006889588,1,0,1.326518467,0.968158448
572,1.50848,0,1.79588,0.00373,1.511966667,0.00878841,1.673141125,0.006926518,1,0,1.331428624,0.977054076
573,1.50845,0,1.79488,0.00375,1.511829412,0.00885559,1.672879034,0.006963447,1,0,1.33633878,0.985949705
574,1.50843,0,1.79388,0.00378,1.511692157,0.008922769,1.672616942,0.007000376,1,0,1.341248936,0.994845334
575,1.5084,0,1.79287,0.0038,1.511554902,0.008989949,1.67235485,0.007037306,1,0,1.346159093,1.003740963
576,1.50838,0,1.79187,0.00383,1.511417647,0.009057128,1.672092759,0.007074235,1,0,1.351069249,1.012636591
577,1.50836,0,1.79087,0.00385,1.511280392,0.009124308,1.671835,0.007111787,1,0,1.35760346,1.020868981
578,1.50833,0,1.78987,0.00388,1.511143137,0.009191487,1.671586061,0.007150606,1,0,1.367443959,1.027751132
579,1.50831,0,1.78887,0.0039,1.511005882,0.009258667,1.671337123,0.007189426,1,0,1.377284458,1.034633283
580,1.50828,0,1.78786,0.00393,1.510868627,0.009325846,1.671088184,0.007228245,1,0,1.387124957,1.041515434
581,1.50826,0,1.78686,0.00395,1.510731373,0.009393026,1.670839246,0.007267064,1,0,1.396965455,1.048397585
582,1.50824,0,1.78586,0.00398,1.510594118,0.009460205,1.670590307,0.007305883,1,0,1.406805954,1.055279736
583,1.50821,0,1.78485,0.00401,1.510456863,0.009527385,1.670341369,0.007344703,1,0,1.416646453,1.062161888
584,1.50819,0,1.78385,0.00403,1.510319608,0.009594564,1.67009243,0.007383522,1,0,1.426486952,1.069044039
585,1.50816,0,1.78285,0.00406,1.510182353,0.009661744,1.669843492,0.007422341,1,0,1.43632745,1.07592619
586,1.50814,0,1.78184,0.00408,1.510040611,0.009728923,1.669594553,0.00746116,1,0,1.446167949,1.082808341
587,1.50812,0,1.78084,0.00411,1.50989214,0.009796103,1.669345615,0.00749998,1,0,1.456008448,1.089690492
588,1.50809,0,1.77984,0.00414,1.509743668,0.009863282,1.669096676,0.007538799,1,0,1.465848947,1.096572643
589,1.50807,0,1.77883,0.00416,1.509595197,0.00993573,1.668847738,0.007577618,1,0,1.475689445,1.103454794
590,1.50804,0,1.77783,0.00419,1.509446725,0.010008764,1.668598799,0.007616437,1,0,1.485529944,1.110336946
591,1.50802,0,1.77683,0.00422,1.509298253,0.010081798,1.668356006,0.00765638,1,0,1.496846135,1.113291872
592,1.508,0,1.77583,0.00425,1.509149782,0.010154831,1.668117326,0.007697074,1,0,1.509149816,1.113618817
593,1.50797,0,1.77482,0.00427,1.50900131,0.010227865,1.667878645,0.007737769,1,0,1.521453496,1.113945761
594,1.50795,0,1.77375,0.0043,1.508852838,0.010300899,1.667639965,0.007778463,1,0,1.533757177,1.114272706
595,1.50793,0,1.77272,0.00433,1.508704367,0.010373933,1.667401284,0.007819158,1,0,1.546060857,1.11459965
596,1.50791,0,1.77171,0.00436,1.508555895,0.010446966,1.667162604,0.007859852,1,0,1.558364538,1.114926595
597,1.50789,0,1.77071,0.00438,1.508407424,0.01052,1.666923923,0.007900547,1,0,1.570668218,1.115253539
598,1.50786,0,1.76971,0.00441,1.508258952,0.010593034,1.666685243,0.007941241,1,0,1.582971899,1.115580484
599,1.50784,0,1.76871,0.00444,1.50811048,0.010666067,1.666446562,0.007981936,1,0,1.595275579,1.115907428
600,1.50782,0,1.76766,0.00447,1.507962009,0.010739101,1.666207881,0.00802263,1,0,1.60757926,1.116234372
601,1.5078,0,1.7666,0.0045,1.507813537,0.010812135,1.665969201,0.008063324,1,0,1.619882941,1.116561317
602,1.50778,0,1.7656,0.00453,1.507665066,0.010885169,1.66573052,0.008104019,1,0,1.632186621,1.116888261
603,1.50776,0,1.7646,0.00455,1.507516594,0.010958202,1.66549184,0.008144713,1,0,1.644490302,1.117215206
604,1.50774,0,1.76359,0.00458,1.507368122,0.011031236,1.665253159,0.008185408,1,0,1.656793982,1.11754215
605,1.50771,0,1.76253,0.00461,1.507219651,0.01110427,1.665016097,0.00822652,1,0,1.668284902,1.116637535
606,1.50769,0,1.76149,0.00464,1.507071179,0.011177706,1.664785543,0.00826931,1,0,1.676506408,1.110778843
607,1.50767,0,1.76048,0.00467,1.506922707,0.011254765,1.664554989,0.008312101,1,0,1.684727915,1.104920152
608,1.50765,0,1.75943,0.0047,1.506774236,0.011331824,1.664324435,0.008354892,1,0,1.692949421,1.09906146
609,1.50763,0,1.75838,0.00473,1.506628344,0.011408882,1.664093881,0.008397683,1,0,1.701170928,1.093202769
610,1.50761,0,1.75737,0.00476,1.506485032,0.011485941,1.663863327,0.008440473,1,0,1.709392434,1.087344077
611,1.50758,0,1.75634,0.00479,1.50634172,0.011563,1.663632773,0.008483264,1,0,1.717613941,1.081485386
612,1.50756,0,1.75528,0.00482,1.506198408,0.011640059,1.663402218,0.008526055,1,0,1.725835447,1.075626695
613,1.50754,0,1.75426,0.00485,1.506055096,0.011717118,1.663171664,0.008568845,1,0,1.734056954,1.069768003
614,1.50752,0,1.75324,0.00488,1.505911783,0.011794176,1.66294111,0.008611636,1,0,1.74227846,1.063909312
615,1.5075,0,1.75217,0.00491,1.505768471,0.011871235,1.662710556,0.008654427,1,0,1.750499967,1.05805062
616,1.50748,0,1.75115,0.00495,1.505625159,0.011948294,1.662480002,0.008697218,1,0,1.758721473,1.052191929
617,1.50746,0,1.75014,0.00498,1.505481847,0.012025353,1.662249448,0.008740008,1,0,1.76694298,1.046333238
618,1.50743,0,1.74907,0.00501,1.505338535,0.012102412,1.662018894,0.008782799,1,0,1.775164486,1.040474546
619,1.50741,0,1.74804,0.00504,1.505195223,0.012179471,1.66178834,0.00882559,1,0,1.783385993,1.034615855
620,1.50739,0,1.74704,0.00507,1.505051911,0.012256529,1.661558267,0.008868559,1,0,1.791120008,1.028731989
621,1.50737,0,1.74597,0.0051,1.504908599,0.012333588,1.661333798,0.008913603,1,0,1.79317074,1.022554628
622,1.50735,0,1.74491,0.00514,1.504765287,0.012410647,1.661109329,0.008958648,1,0,1.795221472,1.016377267
623,1.50733,0,1.74385,0.00517,1.504621975,0.012488128,1.66088486,0.009003693,1,0,1.797272204,1.010199907
624,1.5073,0,1.74278,0.0052,1.504478662,0.012569412,1.660660391,0.009048738,1,0,1.799322936,1.004022546
625,1.50728,0,1.74172,0.00523,1.50433535,0.012650695,1.660435923,0.009093782,1,0,1.801373668,0.997845185
626,1.50726,0,1.74072,0.00527,1.504192038,0.012731979,1.660211454,0.009138827,1,0,1.8034244,0.991667825
627,1.50724,0,1.73968,0.0053,1.504048726,0.012813262,1.659986985,0.009183872,1,0,1.805475132,0.985490464
628,1.50722,0,1.73861,0.00533,1.503905414,0.012894545,1.659762516,0.009228917,1,0,1.807525864,0.979313104
629,1.5072,0,1.73755,0.00536,1.503762102,0.012975829,1.659538047,0.009273961,1,0,1.809576596,0.973135743
630,1.50718,0,1.73648,0.0054,1.50361879,0.013057112,1.659313578,0.009319006,1,0,1.811627328,0.966958382
631,1.50715,0,1.73541,0.00543,1.503475478,0.013138396,1.659089109,0.009364051,1,0,1.81367806,0.960781022
632,1.50713,0,1.73434,0.00547,1.503332166,0.013219679,1.658864641,0.009409096,1,0,1.815728792,0.954603661
633,1.50711,0,1.73328,0.0055,1.503188854,0.013300963,1.658640172,0.00945414,1,0,1.817779524,0.948426301
634,1.50709,0,1.73221,0.00553,1.503045541,0.013382246,1.658415703,0.009499185,1,0,1.819830256,0.94224894
635,1.50707,0,1.73115,0.00557,1.502902229,0.013463529,1.658191234,0.00954423,1,0,1.821880987,0.936071579
636,1.50706,0,1.73008,0.0056,1.502758917,0.013544813,1.657967609,0.009589728,1,0,1.823347093,0.930451367
637,1.50704,0,1.72902,0.00564,1.502615605,0.013626096,1.657747732,0.009637242,1,0,1.822215316,0.927306932
638,1.50703,0,1.72795,0.00567,1.502472293,0.01370738,1.657527855,0.009684755,1,0,1.821083539,0.924162497
639,1.50701,0,1.72688,0.00571,1.502328981,0.013788663,1.657307978,0.009732269,1,0,1.819951763,0.921018062
640,1.507,0,1.72582,0.00574,1.502185027,0.013869947,1.657088102,0.009779782,1,0,1.818819986,0.917873628
641,1.50698,0,1.72475,0.00578,1.502035294,0.01395123,1.656868225,0.009827296,1,0,1.817688209,0.914729193
642,1.50697,0,1.72369,0.00581,1.501885561,0.014031179,1.656648348,0.009874809,1,0,1.816556433,0.911584758
643,1.50695,0,1.72262,0.00585,1.501735829,0.014109128,1.656428471,0.009922322,1,0,1.815424656,0.908440323
644,1.50694,0,1.72155,0.00589,1.501586096,0.014187077,1.656208595,0.009969836,1,0,1.814292879,0.905295888
645,1.50692,0,1.72048,0.00592,1.501436364,0.014265026,1.655988718,0.010017349,1,0,1.813161103,0.902151453
646,1.50691,0,1.71942,0.00596,1.501286631,0.014342974,1.655768841,0.010064863,1,0,1.812029326,0.899007018
647,1.50689,0,1.71835,0.006,1.501136898,0.014420923,1.655548964,0.010112376,1,0,1.81089755,0.895862583
648,1.50688,0,1.71723,0.00603,1.500987166,0.014498872,1.655329087,0.01015989,1,0,1.809765773,0.892718148
649,1.50686,0,1.71612,0.00607,1.500837433,0.014576821,1.655109211,0.010207403,1,0,1.808633996,0.889573713
650,1.50685,0,1.71505,0.00611,1.500687701,0.014654769,1.654889334,0.010254917,1,0,1.80750222,0.886429278
651,1.50683,0,1.71399,0.00614,1.500537968,0.014732718,1.654669457,0.01030243,1,0,1.806370443,0.883284843
652,1.50682,0,1.71291,0.00618,1.500388235,0.014810667,1.65444958,0.010349944,1,0,1.805238666,0.880140408
653,1.5068,0,1.71178,0.00622,1.500238503,0.014888615,1.654231159,0.010398661,1,0,1.803877317,0.878362432
654,1.50679,0,1.71069,0.00626,1.50008877,0.014966564,1.654014505,0.010448842,1,0,1.802237186,0.878243814
655,1.50677,0,1.70962,0.0063,1.499939037,0.015044513,1.653797851,0.010499022,1,0,1.800597056,0.878125195
656,1.50676,0,1.70855,0.00634,1.499789305,0.015122462,1.653581196,0.010549202,1,0,1.798956925,0.878006577
657,1.50674,0,1.70746,0.00637,1.499639572,0.01520041,1.653364542,0.010599383,1,0,1.797316794,0.877887959
658,1.50673,0,1.70634,0.00641,1.49948984,0.015278359,1.653147888,0.010649563,1,0,1.795676664,0.87776934
659,1.50671,0,1.70525,0.00645,1.499341176,0.015356308,1.652931234,0.010699743,1,0,1.794036533,0.877650722
660,1.5067,0,1.70418,0.00649,1.499194118,0.015434256,1.65271458,0.010749924,1,0,1.792396403,0.877532104
661,1.50668,0,1.70304,0.00653,1.499047059,0.015512205,1.652497925,0.010800104,1,0,1.790756272,0.877413485
662,1.50667,0,1.70192,0.00657,1.4989,0.015611588,1.652281271,0.010850284,1,0,1.789116141,0.877294867
663,1.50665,0,1.70079,0.00661,1.498752941,0.015713353,1.652064617,0.010900465,1,0,1.787476011,0.877176249
664,1.50664,0,1.69972,0.00665,1.498605882,0.015815118,1.651847963,0.010950645,1,0,1.78583588,0.877057631
665,1.50662,0,1.69863,0.00669,1.498458824,0.015916882,1.651631309,0.011000825,1,0,1.784195749,0.876939012
666,1.50661,0,1.69749,0.00673,1.498311765,0.016018647,1.651414654,0.011051005,1,0,1.782555619,0.876820394
667,1.50659,0,1.69637,0.00677,1.498164706,0.016120412,1.651198,0.011101186,1,0,1.780915488,0.876701776
668,1.50658,0,1.69525,0.00681,1.498017647,0.016222176,1.650981346,0.011151366,1,0,1.779275357,0.876583157
669,1.50656,0,1.69418,0.00686,1.497870588,0.016323941,1.650764692,0.011201546,1,0,1.777635227,0.876464539
670,1.50655,0,1.69308,0.0069,1.497723529,0.016425706,1.650548038,0.011251727,1,0,1.775995096,0.876345921
671,1.50653,0,1.69194,0.00694,1.497576471,0.016527471,1.650333192,0.011304264,1,0,1.774976653,0.878072649
672,1.50652,0,1.69082,0.00698,1.497429412,0.016629235,1.650118756,0.011357336,1,0,1.774099143,0.880217705
673,1.5065,0,1.68969,0.00702,1.497282353,0.016731,1.649904321,0.011410408,1,0,1.773221632,0.882362761
674,1.50649,0,1.68856,0.00707,1.497135294,0.016832765,1.649689885,0.011463479,1,0,1.772344122,0.884507816
675,1.50647,0,1.68743,0.00711,1.496988235,0.016934529,1.649475449,0.011516551,1,0,1.771466611,0.886652872
676,1.50646,0,1.6863,0.00715,1.496841176,0.017036294,1.649261013,0.011569623,1,0,1.770589101,0.888797928
677,1.50645,0,1.68517,0.00719,1.496694118,0.017138059,1.649046578,0.011622695,1,0,1.76971159,0.890942983
678,1.50643,0,1.68404,0.00724,1.496547059,0.017239824,1.648832142,0.011675767,1,0,1.768834079,0.893088039
679,1.50642,0,1.68291,0.00728,1.4964,0.017348547,1.648617706,0.011728838,1,0,1.767956569,0.895233095
680,1.5064,0,1.68178,0.00733,1.496264253,0.017458045,1.64840327,0.01178191,1,0,1.767079058,0.89737815
681,1.50639,0,1.68065,0.00737,1.496128507,0.017567542,1.648188835,0.011834982,1,0,1.766201548,0.899523206
682,1.50637,0,1.67952,0.00741,1.49599276,0.017677039,1.647974399,0.011888054,1,0,1.765324037,0.901668262
683,1.50636,0,1.67839,0.00746,1.495857014,0.017786536,1.647759963,0.011941125,1,0,1.764446527,0.903813318
684,1.50634,0,1.67726,0.0075,1.495721267,0.017896034,1.647545527,0.011994197,1,0,1.763569016,0.905958373
685,1.50633,0,1.67613,0.00755,1.49558552,0.018005531,1.647331092,0.012047269,1,0,1.762691505,0.908103429
686,1.50632,0,1.67496,0.00759,1.495449774,0.018115028,1.647116656,0.012100341,1,0,1.761813995,0.910248485
687,1.50631,0,1.67377,0.00764,1.495314027,0.018224525,1.64690222,0.012153412,1,0,1.760936484,0.91239354
688,1.5063,0,1.67264,0.00769,1.495178281,0.018334022,1.646687784,0.012206484,1,0,1.760058974,0.914538596
689,1.50629,0,1.67151,0.00773,1.495042534,0.01844352,1.646473592,0.012260178,1,0,1.759474926,0.917019773
690,1.50628,0,1.67038,0.00778,1.494906787,0.018553017,1.646260381,0.012316377,1,0,1.760072842,0.920854733
691,1.50627,0,1.6692,0.00783,1.494771041,0.018662514,1.646047169,0.012372576,1,0,1.760670759,0.924689692
692,1.50626,0,1.66802,0.00787,1.494635294,0.018772011,1.645833958,0.012428776,1,0,1.761268676,0.928524651
693,1.50625,0,1.66689,0.00792,1.494499548,0.018881508,1.645620747,0.012484975,1,0,1.761866592,0.932359611
694,1.50624,0,1.66576,0.00797,1.494363801,0.018991006,1.645407535,0.012541174,1,0,1.762464509,0.93619457
695,1.50623,0,1.66463,0.00801,1.494228054,0.019100503,1.645194324,0.012597373,1,0,1.763062426,0.94002953
696,1.50622,0,1.66343,0.00806,1.494092308,0.01921,1.644981113,0.012653572,1,0,1.763660342,0.943864489
697,1.50621,0,1.66227,0.00811,1.493956561,0.019331348,1.644767901,0.012709772,1,0,1.764258259,0.947699448
698,1.5062,0,1.66114,0.00816,1.493820814,0.019452697,1.64455469,0.012765971,1,0,1.764856176,0.951534408
699,1.50619,0,1.65995,0.00821,1.493685068,0.019574045,1.644341478,0.01282217,1,0,1.765454092,0.955369367
700,1.50618,0,1.65875,0.00826,1.493549321,0.019695393,1.644128267,0.012878369,1,0,1.766052009,0.959204326
701,1.50617,0,1.65756,0.00831,1.493413575,0.019816742,1.643915056,0.012934568,1,0,1.766649926,0.963039286
702,1.50616,0,1.65641,0.00836,1.493274236,0.01993809,1.643701844,0.012990767,1,0,1.767247842,0.966874245
703,1.50615,0,1.65528,0.0084,1.493134498,0.020059438,1.643488633,0.013046967,1,0,1.767845759,0.970709204
704,1.50614,0,1.65409,0.00846,1.49299476,0.020180787,1.643275422,0.013103166,1,0,1.768443676,0.974544164
705,1.50613,0,1.65289,0.00851,1.492855022,0.020302135,1.64306221,0.013159365,1,0,1.769041592,0.978379123
706,1.50612,0,1.6517,0.00856,1.492715284,0.020423483,1.642848999,0.013215564,1,0,1.769639509,0.982214082
707,1.50611,0,1.6505,0.00861,1.492575546,0.020544831,1.642635787,0.013271763,1,0,1.770237426,0.986049042
708,1.5061,0,1.64931,0.00866,1.492435808,0.02066618,1.642422576,0.013327963,1,0,1.770835342,0.989884001
709,1.50609,0,1.64811,0.00871,1.49229607,0.020787528,1.642209634,0.013385978,1,0,1.772615731,0.994341355
710,1.50608,0,1.64692,0.00876,1.492156332,0.020908876,1.641996941,0.013445678,1,0,1.775492454,0.999375764
711,1.50607,0,1.64573,0.00881,1.492016594,0.021030225,1.641784249,0.013505378,1,0,1.778369177,1.004410173
712,1.50606,0,1.64454,0.00887,1.491876856,0.021151573,1.641571557,0.013565078,1,0,1.7812459,1.009444582
713,1.50605,0,1.64334,0.00892,1.491737118,0.021272921,1.641358864,0.013624777,1,0,1.784122623,1.014478991
714,1.50604,0,1.64215,0.00897,1.49159738,0.021394167,1.641146172,0.013684477,1,0,1.786999346,1.0195134
715,1.50603,0,1.64095,0.00902,1.491457642,0.021515,1.640933479,0.013744177,1,0,1.789876069,1.024547809
716,1.50602,0,1.63976,0.00908,1.491317904,0.021635833,1.640720787,0.013803877,1,0,1.792752791,1.029582217
717,1.50601,0,1.63856,0.00913,1.491178166,0.021756667,1.640508094,0.013863576,1,0,1.795629514,1.034616626
718,1.506,0,1.63737,0.00919,1.491038428,0.0218775,1.640295402,0.013923276,1,0,1.798506237,1.039651035
719,1.50599,0,1.63618,0.00924,1.49089869,0.021998333,1.640082709,0.013982976,1,0,1.80138296,1.044685444
720,1.50598,0,1.63499,0.00929,1.490758952,0.022119167,1.639870017,0.014042676,1,0,1.804259683,1.049719853
721,1.50597,0,1.63376,0.00935,1.490619214,0.02224,1.639657325,0.014102375,1,0,1.807136406,1.054754262
722,1.50596,0,1.6325,0.0094,1.490479476,0.022360833,1.639444632,0.014162075,1,0,1.810013128,1.059788671
723,1.50595,0,1.6313,0.00946,1.490339738,0.022481667,1.63923194,0.014221775,1,0,1.812889851,1.06482308
724,1.50594,0,1.63008,0.00952,1.4902,0.0226025,1.639019247,0.014281475,1,0,1.815766574,1.069857489
725,1.50593,0,1.62883,0.00957,1.490064253,0.022723333,1.638806555,0.014341175,1,0,1.818643297,1.074891898
726,1.50592,0,1.62762,0.00963,1.489928507,0.022844167,1.638593862,0.014400874,1,0,1.82152002,1.079926307
727,1.50591,0,1.62641,0.00969,1.48979276,0.022965,1.63838117,0.014460574,1,0,1.824396743,1.084960716
728,1.5059,0,1.62515,0.00974,1.489657014,0.023085833,1.638168478,0.014520274,1,0,1.827273466,1.089995125
729,1.50589,0,1.62394,0.0098,1.489521267,0.023205448,1.637955785,0.014579974,1,0,1.830150188,1.095029534
730,1.50588,0,1.62274,0.00986,1.48938552,0.023324759,1.63774302,0.014642251,1,0,1.835378865,1.100211838
731,1.50587,0,1.62148,0.00992,1.489249774,0.023444069,1.63753022,0.014705733,1,0,1.841707742,1.105463324
732,1.50586,0,1.62025,0.00997,1.489114027,0.023563379,1.63731742,0.014769215,1,0,1.84803662,1.11071481
733,1.50586,0,1.61905,0.01003,1.488978281,0.02368269,1.637104621,0.014832698,1,0,1.854365498,1.115966297
734,1.50585,0,1.6178,0.01009,1.488842534,0.023802,1.636891821,0.01489618,1,0,1.860694376,1.121217783
735,1.50584,0,1.61655,0.01015,1.488706787,0.02392131,1.636679021,0.014959663,1,0,1.867023254,1.12646927
736,1.50583,0,1.6153,0.01021,1.488571041,0.024040621,1.636466222,0.015023145,1,0,1.873352132,1.131720756
737,1.50582,0,1.61405,0.01027,1.488435294,0.024159931,1.636253422,0.015086628,1,0,1.87968101,1.136972242
738,1.50581,0,1.61279,0.01033,1.488299548,0.024279241,1.636040622,0.01515011,1,0,1.886009888,1.142223729
739,1.5058,0,1.61153,0.01039,1.488163801,0.024398552,1.635827823,0.015213593,1,0,1.892338766,1.147475215
740,1.50579,0,1.61027,0.01045,1.488028054,0.024517862,1.635615023,0.015277075,1,0,1.898667644,1.152726702
741,1.50578,0,1.60901,0.01051,1.487892308,0.024637172,1.635402223,0.015340557,1,0,1.904996522,1.157978188
742,1.50576,0,1.60776,0.01058,1.487756561,0.024756483,1.635189424,0.01540404,1,0,1.9113254,1.163229674
743,1.50575,0,1.6065,0.01064,1.487620814,0.024889765,1.634976624,0.015467522,1,0,1.917654278,1.168481161
744,1.50574,0,1.60524,0.0107,1.487485068,0.025055647,1.634763824,0.015531005,1,0,1.923983156,1.173732647
745,1.50573,0,1.60398,0.01076,1.487349321,0.025221529,1.634551025,0.015594487,1,0,1.930312034,1.178984133
746,1.50572,0,1.60272,0.01083,1.487213575,0.025387412,1.634338225,0.01565797,1,0,1.936640912,1.18423562
747,1.50571,0,1.60147,0.01089,1.487084286,0.025553294,1.634125426,0.015721452,1,0,1.94296979,1.189487106
748,1.5057,0,1.60021,0.01095,1.486955714,0.025719176,1.633912626,0.015784934,1,0,1.949298668,1.194738593
749,1.50569,0,1.59895,0.01102,1.486827143,0.025885059,1.633699826,0.015848417,1,0,1.955627546,1.199990079
750,1.50568,0,1.59769,0.01108,1.486698571,0.026050941,1.633487027,0.015911899,1,0,1.961956424,1.205241565
751,1.50566,0,1.59641,0.01115,1.48657,0.026216824,1.633274227,0.015975382,1,0,1.968285301,1.210493052
752,1.50565,0,1.59509,0.01121,1.486441429,0.026382706,1.633061104,0.016041295,1,0,1.977215419,1.214396625
753,1.50564,0,1.59382,0.01128,1.486312857,0.026548588,1.632847748,0.016108965,1,0,1.988023786,1.217326924
754,1.50563,0,1.59255,0.01134,1.486184286,0.026714471,1.632634393,0.016176634,1,0,1.998832153,1.220257224
755,1.50562,0,1.59123,0.01141,1.486055714,0.026880353,1.632421037,0.016244303,1,0,2.009640521,1.223187523
756,1.50561,0,1.58995,0.01148,1.485927143,0.027046235,1.632207681,0.016311972,1,0,2.020448888,1.226117823
757,1.5056,0,1.58868,0.01154,1.485798571,0.027212118,1.631994325,0.016379641,1,0,2.031257255,1.229048122
758,1.50559,0,1.58737,0.01161,1.48567,0.027378,1.631780969,0.01644731,1,0,2.042065623,1.231978422
759,1.50558,0,1.58607,0.01168,1.485541429,0.027543882,1.631567614,0.016514979,1,0,2.05287399,1.234908721
