Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,PEDOT:PSS_n,PEDOT:PSS_k,PDINN_n,PDINN_k,Air_n,Air_k,PM6L8BOOFIB_n,PM6L8BOOFIB_k
760,1.50556,0,1.58482,0.01175,1.485412857,0.027703333,1.631354258,0.016582649,1,0,2.063682357,1.237839021
761,1.50555,0,1.5835,0.01181,1.485284286,0.027847778,1.631140902,0.016650318,1,0,2.074490725,1.24076932
762,1.50554,0,1.58218,0.01188,1.485155714,0.027992222,1.630927546,0.016717987,1,0,2.085299092,1.24369962
763,1.50553,0,1.58086,0.01195,1.485027143,0.028136667,1.63071419,0.016785656,1,0,2.096107459,1.24662992
764,1.50552,0,1.57954,0.01202,1.484898571,0.028281111,1.630500834,0.016853325,1,0,2.106915826,1.249560219
765,1.50551,0,1.57822,0.01209,1.48477,0.028425556,1.630287479,0.016920994,1,0,2.117724194,1.252490519
766,1.5055,0,1.5769,0.01216,1.484641429,0.02857,1.630074123,0.016988663,1,0,2.128532561,1.255420818
767,1.50549,0,1.57561,0.01223,1.484512857,0.028714444,1.629860767,0.017056333,1,0,2.139340928,1.258351118
768,1.50547,0,1.57435,0.0123,1.484384286,0.028858889,1.629647411,0.017124002,1,0,2.150149296,1.261281417
769,1.50546,0,1.57304,0.01238,1.484255714,0.029003333,1.629434055,0.017191671,1,0,2.160957663,1.264211717
770,1.50545,0,1.57169,0.01245,1.484127143,0.029147778,1.6292207,0.01725934,1,0,2.17176603,1.267142016
771,1.50544,0,1.5703,0.01252,1.483998571,0.029292222,1.629007344,0.017327009,1,0,2.182574398,1.270072316
772,1.50543,0,1.56896,0.01259,1.48387,0.029436667,1.628793988,0.017394678,1,0,2.193382765,1.273002615
773,1.50542,0,1.56764,0.01267,1.483741429,0.029581111,1.628580632,0.017462347,1,0,2.204191132,1.275932915
774,1.50541,0,1.56632,0.01274,1.483612857,0.029738511,1.628367276,0.017530017,1,0,2.214999499,1.278863214
775,1.5054,0,1.565,0.01282,1.483481818,0.029899149,1.628153842,0.017598134,1,0,2.226077943,1.281131172
776,1.50539,0,1.56368,0.01289,1.483350505,0.030059787,1.627939695,0.017670344,1,0,2.239619876,1.277357609
777,1.50539,0,1.56236,0.01296,1.483219192,0.030220426,1.627725547,0.017742553,1,0,2.25316181,1.273584046
778,1.50538,0,1.56102,0.01304,1.483087879,0.030381064,1.6275114,0.017814762,1,0,2.266703743,1.269810483
779,1.50538,0,1.55963,0.01312,1.482956566,0.030541702,1.627297253,0.017886971,1,0,2.280245676,1.26603692
780,1.50538,0,1.5583,0.01319,1.482825253,0.03070234,1.627083105,0.01795918,1,0,2.29378761,1.262263357
781,1.50538,0,1.55697,0.01327,1.482693939,0.030862979,1.626868958,0.01803139,1,0,2.307329543,1.258489794
782,1.50538,0,1.55558,0.01335,1.482562626,0.031023617,1.62665481,0.018103599,1,0,2.320871477,1.254716231
783,1.50538,0,1.55423,0.01342,1.482431313,0.031183824,1.626440663,0.018175808,1,0,2.33441341,1.250942668
784,1.50537,0,1.55291,0.0135,1.4823,0.031343382,1.626226516,0.018248017,1,0,2.347955343,1.247169105
785,1.50537,0,1.55152,0.01358,1.482168687,0.031502941,1.626012368,0.018320227,1,0,2.361497277,1.243395542
786,1.50537,0,1.55013,0.01366,1.482037374,0.0316625,1.625798221,0.018392436,1,0,2.37503921,1.239621979
787,1.50537,0,1.54875,0.01374,1.481906061,0.031822059,1.625584073,0.018464645,1,0,2.388581143,1.235848416
788,1.50537,0,1.54742,0.01382,1.481774747,0.031981618,1.625369926,0.018536854,1,0,2.402123077,1.232074853
789,1.50536,0,1.54608,0.0139,1.481643434,0.032141176,1.625155778,0.018609064,1,0,2.41566501,1.22830129
790,1.50536,0,1.5447,0.01398,1.481512121,0.032300735,1.624941631,0.018681273,1,0,2.429206944,1.224527727
791,1.50536,0,1.54331,0.01406,1.481380808,0.032460294,1.624727484,0.018753482,1,0,2.442748877,1.220754164
792,1.50536,0,1.54193,0.01414,1.481249495,0.032619853,1.624513336,0.018825691,1,0,2.45629081,1.216980601
793,1.50536,0,1.54055,0.01422,1.481118182,0.032779412,1.624299189,0.018897901,1,0,2.469832744,1.213207038
794,1.50536,0,1.53916,0.01431,1.480986869,0.032938971,1.624085041,0.01897011,1,0,2.483374677,1.209433475
795,1.50535,0,1.53777,0.01439,1.480855556,0.033098529,1.623870894,0.019042319,1,0,2.49691661,1.205659912
796,1.50535,0,1.53638,0.01447,1.480724242,0.033258088,1.623656747,0.019114528,1,0,2.510458544,1.201886349
797,1.50535,0,1.535,0.01456,1.480592929,0.033439921,1.623442599,0.019186738,1,0,2.524000477,1.198112786
798,1.50535,0,1.53362,0.01464,1.480461616,0.033627323,1.623228452,0.019258947,1,0,2.53754241,1.194339223
799,1.50535,0,1.53223,0.01472,1.480330303,0.033814724,1.623014304,0.019331156,1,0,2.551084344,1.19056566
800,1.50534,0,1.53084,0.01481,1.48019899,0.034002126,1.622800053,0.019403888,1,0,2.56420297,1.185971261
801,1.50534,0,1.52939,0.0149,1.480067677,0.034189528,1.622584889,0.019481223,1,0,2.573594831,1.174150294
802,1.50534,0,1.52798,0.01498,1.479936364,0.034376929,1.622369724,0.019558558,1,0,2.582986691,1.162329327
803,1.50534,0,1.52659,0.01507,1.479805051,0.034564331,1.622154559,0.019635892,1,0,2.592378552,1.150508359
804,1.50534,0,1.5252,0.01516,1.47967479,0.034751732,1.621939395,0.019713227,1,0,2.601770413,1.138687392
805,1.50534,0,1.5238,0.01524,1.479548739,0.034939134,1.62172423,0.019790562,1,0,2.611162273,1.126866424
806,1.50533,0,1.52235,0.01533,1.479422689,0.035126535,1.621509065,0.019867897,1,0,2.620554134,1.115045457
807,1.50533,0,1.5209,0.01542,1.479296639,0.035313937,1.621293901,0.019945231,1,0,2.629945995,1.10322449
808,1.50533,0,1.51946,0.01551,1.479170588,0.035501339,1.621078736,0.020022566,1,0,2.639337856,1.091403522
809,1.50533,0,1.51807,0.0156,1.479044538,0.035689459,1.620863571,0.020099901,1,0,2.648729716,1.079582555
810,1.50533,0,1.51665,0.01569,1.478918487,0.035884054,1.620648407,0.020177236,1,0,2.658121577,1.067761587
811,1.50532,0,1.5152,0.01578,1.478792437,0.036078649,1.620433242,0.020254571,1,0,2.667513438,1.05594062
812,1.50532,0,1.51375,0.01587,1.478666387,0.036273243,1.620218077,0.020331905,1,0,2.676905298,1.044119653
813,1.50532,0,1.51234,0.01596,1.478540336,0.036467838,1.620002913,0.02040924,1,0,2.686297159,1.032298685
814,1.50532,0,1.51095,0.01606,1.478414286,0.036662432,1.619787748,0.020486575,1,0,2.69568902,1.020477718
815,1.50532,0,1.50951,0.01615,1.478288235,0.036857027,1.619572583,0.02056391,1,0,2.705080881,1.00865675
816,1.50532,0,1.50806,0.01624,1.478162185,0.037051622,1.619357419,0.020641244,1,0,2.714472741,0.996835783
817,1.50531,0,1.50661,0.01634,1.478036134,0.037246216,1.619142254,0.020718579,1,0,2.723864602,0.985014816
818,1.50531,0,1.50516,0.01643,1.477910084,0.037440811,1.618927089,0.020795914,1,0,2.733256463,0.973193848
819,1.50531,0,1.50371,0.01653,1.477784034,0.037635405,1.618711925,0.020873249,1,0,2.742648324,0.961372881
820,1.50531,0,1.50219,0.01662,1.477657983,0.03783,1.61849676,0.020950583,1,0,2.752040184,0.949551913
821,1.50531,0,1.5007,0.01672,1.477531933,0.038050339,1.618281595,0.021027918,1,0,2.761432045,0.937730946
822,1.5053,0,1.49926,0.01682,1.477405882,0.038270678,1.618066431,0.021105253,1,0,2.770823906,0.925909979
823,1.5053,0,1.49782,0.01691,1.477279832,0.038491017,1.617851266,0.021182588,1,0,2.780215766,0.914089011
824,1.5053,0,1.49636,0.01701,1.477153782,0.038711356,1.617636101,0.021259922,1,0,2.789607627,0.902268044
825,1.5053,0,1.49491,0.01711,1.477027731,0.038931695,1.617420937,0.021337257,1,0,2.798999488,0.890447076
826,1.5053,0,1.49341,0.01721,1.476901681,0.039152034,1.617205772,0.021414592,1,0,2.808391349,0.878626109
827,1.5053,0,1.49191,0.01731,1.47677563,0.039372373,1.616990171,0.021494402,1,0,2.813905037,0.866175821
828,1.50529,0,1.49047,0.01741,1.47665935,0.039592712,1.616774011,0.021577378,1,0,2.814456751,0.852920342
829,1.50529,0,1.48898,0.01751,1.476557724,0.039813051,1.616557852,0.021660354,1,0,2.815008464,0.839664862
830,1.50529,0,1.48746,0.01761,1.476456098,0.04003339,1.616341692,0.021743331,1,0,2.815560178,0.826409383
831,1.50529,0,1.48601,0.01771,1.476354472,0.040253729,1.616125533,0.021826307,1,0,2.816111892,0.813153903
832,1.50529,0,1.48454,0.01782,1.476252846,0.040470706,1.615909373,0.021909283,1,0,2.816663605,0.799898424
833,1.50529,0,1.48303,0.01792,1.47615122,0.040674235,1.615693214,0.02199226,1,0,2.817215319,0.786642945
834,1.50528,0,1.48151,0.01802,1.476049593,0.040877765,1.615477054,0.022075236,1,0,2.817767033,0.773387465
835,1.50528,0,1.48,0.01813,1.475947967,0.041081294,1.615260895,0.022158212,1,0,2.818318747,0.760131986
836,1.50528,0,1.47849,0.01823,1.475846341,0.041284824,1.615044735,0.022241189,1,0,2.81887046,0.746876506
837,1.50528,0,1.47697,0.01834,1.475744715,0.041488353,1.614828576,0.022324165,1,0,2.819422174,0.733621027
838,1.50528,0,1.47545,0.01844,1.475643089,0.041691882,1.614612416,0.022407141,1,0,2.819973888,0.720365548
839,1.50527,0,1.47395,0.01855,1.475541463,0.041895412,1.614396257,0.022490118,1,0,2.820525602,0.707110068
840,1.50527,0,1.47243,0.01866,1.475439837,0.042098941,1.614180097,0.022573094,1,0,2.821077315,0.693854589
841,1.50527,0,1.47091,0.01877,1.475338211,0.042302471,1.613963938,0.022656071,1,0,2.821629029,0.680599109
842,1.50527,0,1.4694,0.01888,1.475236585,0.042506,1.613747778,0.022739047,1,0,2.822180743,0.66734363
843,1.50527,0,1.46789,0.01898,1.475134959,0.042709529,1.613531619,0.022822023,1,0,2.822732457,0.65408815
844,1.50527,0,1.46638,0.01909,1.475033333,0.042913059,1.613315459,0.022905,1,0,2.82328417,0.640832671
845,1.50526,0,1.46482,0.01921,1.474931707,0.043116588,1.6130993,0.022987976,1,0,2.823835884,0.627577192
846,1.50526,0,1.46325,0.01932,1.474830081,0.043320118,1.61288314,0.023070952,1,0,2.824387598,0.614321712
847,1.50526,0,1.46174,0.01943,1.474728455,0.043523647,1.612666981,0.023153929,1,0,2.824939311,0.601066233
848,1.50526,0,1.46023,0.01954,1.474626829,0.043727176,1.612450821,0.023236905,1,0,2.825491025,0.587810753
849,1.50526,0,1.45871,0.01965,1.474525203,0.043933957,1.612234662,0.023319881,1,0,2.826042739,0.574555274
850,1.50525,0,1.45714,0.01977,1.474423577,0.044153743,1.612018502,0.023402858,1,0,2.826594453,0.561299794
851,1.50525,0,1.45556,0.01988,1.474321951,0.044373529,1.611802343,0.023485834,1,0,2.827146166,0.548044315
852,1.50525,0,1.45398,0.02,1.474220325,0.044593316,1.611586183,0.02356881,1,0,2.82769788,0.534788836
853,1.50525,0,1.45245,0.02012,1.474115152,0.044813102,1.611370024,0.023651787,1,0,2.828249594,0.521533356
854,1.50525,0,1.45093,0.02023,1.474009091,0.045032888,1.611153864,0.023734763,1,0,2.828801308,0.508277877
855,1.50525,0,1.44935,0.02035,1.47390303,0.045252674,1.610937705,0.023817739,1,0,2.829353021,0.495022397
856,1.50524,0,1.44777,0.02047,1.47379697,0.04547246,1.61072075,0.023906576,1,0,2.824999309,0.485999831
857,1.50524,0,1.4462,0.02059,1.473690909,0.045692246,1.610503742,0.023995809,1,0,2.820313541,0.477263797
858,1.50524,0,1.44461,0.02071,1.473584848,0.045912032,1.610286733,0.024085042,1,0,2.815627772,0.468527763
859,1.50524,0,1.44304,0.02083,1.473478788,0.046131818,1.610069725,0.024174275,1,0,2.810942004,0.459791729
860,1.50524,0,1.44146,0.02095,1.473372727,0.046351604,1.609852717,0.024263508,1,0,2.806256235,0.451055696
861,1.50523,0,1.43989,0.02107,1.473266667,0.04657139,1.609635708,0.024352741,1,0,2.801570466,0.442319662
862,1.50523,0,1.43831,0.02119,1.473160606,0.046791176,1.6094187,0.024441974,1,0,2.796884698,0.433583628
863,1.50523,0,1.43674,0.02131,1.473054545,0.047010963,1.609201692,0.024531207,1,0,2.792198929,0.424847594
864,1.50523,0,1.43511,0.02144,1.472948485,0.047230749,1.608984683,0.02462044,1,0,2.787513161,0.41611156
865,1.50523,0,1.43347,0.02156,1.472842424,0.047450535,1.608767675,0.024709673,1,0,2.782827392,0.407375527
866,1.50523,0,1.43189,0.02169,1.472736364,0.047670321,1.608550667,0.024798907,1,0,2.778141624,0.398639493
867,1.50522,0,1.43029,0.02181,1.472630303,0.047890107,1.608333659,0.02488814,1,0,2.773455855,0.389903459
868,1.50522,0,1.42865,0.02194,1.472524242,0.048112069,1.60811665,0.024977373,1,0,2.768770087,0.381167425
869,1.50522,0,1.42706,0.02207,1.472418182,0.048336207,1.607899642,0.025066606,1,0,2.764084318,0.372431391
870,1.50522,0,1.42546,0.0222,1.472312121,0.048560345,1.607682634,0.025155839,1,0,2.759398549,0.363695358
871,1.50522,0,1.42382,0.02233,1.472206061,0.048784483,1.607465625,0.025245072,1,0,2.754712781,0.354959324
872,1.50521,0,1.42223,0.02246,1.4721,0.049008621,1.607248617,0.025334305,1,0,2.750027012,0.34622329
873,1.50521,0,1.42064,0.02259,1.471993939,0.049232759,1.607031609,0.025423538,1,0,2.745341244,0.337487256
874,1.50521,0,1.41899,0.02272,1.471887879,0.049456897,1.6068146,0.025512771,1,0,2.740655475,0.328751222
875,1.50521,0,1.41735,0.02285,1.471781818,0.049681034,1.606597592,0.025602004,1,0,2.735969707,0.320015189
876,1.50521,0,1.41572,0.02299,1.471675758,0.049905172,1.606380584,0.025691237,1,0,2.731283938,0.311279155
877,1.50521,0,1.41407,0.02312,1.471569697,0.05012931,1.606163575,0.025780471,1,0,2.72659817,0.302543121
878,1.5052,0,1.41243,0.02325,1.471463636,0.050353448,1.605946567,0.025869704,1,0,2.721912401,0.293807087
879,1.5052,0,1.41079,0.02339,1.471360976,0.050577586,1.605729559,0.025958937,1,0,2.717226633,0.285071053
880,1.5052,0,1.40915,0.02353,1.471263415,0.050801724,1.60551255,0.02604817,1,0,2.712540864,0.27633502
881,1.5052,0,1.40749,0.02366,1.471165854,0.051025862,1.605295542,0.026137403,1,0,2.707855095,0.267598986
882,1.5052,0,1.40578,0.0238,1.471068293,0.05125,1.605078534,0.026226636,1,0,2.703169327,0.258862952
883,1.5052,0,1.40412,0.02394,1.470970732,0.051524576,1.604861525,0.026315869,1,0,2.698483558,0.250126918
884,1.50519,0,1.40247,0.02408,1.470873171,0.051799153,1.604644517,0.026405102,1,0,2.69379779,0.241390885
885,1.50519,0,1.40084,0.02422,1.47077561,0.052073729,1.604427509,0.026494335,1,0,2.689112021,0.232654851
886,1.50519,0,1.39916,0.02436,1.470678049,0.052348305,1.604210317,0.026586353,1,0,2.684165695,0.225693315
887,1.50519,0,1.39745,0.02451,1.470580488,0.052622881,1.603992847,0.026682573,1,0,2.678826244,0.221409108
888,1.50519,0,1.39575,0.02465,1.470482927,0.052897458,1.603775378,0.026778792,1,0,2.673486792,0.2171249
889,1.50518,0,1.39406,0.02479,1.470385366,0.053172034,1.603557908,0.026875012,1,0,2.668147341,0.212840693
890,1.50518,0,1.39243,0.02494,1.470287805,0.05344661,1.603340439,0.026971231,1,0,2.66280789,0.208556486
891,1.50518,0,1.39074,0.02508,1.470190244,0.053721186,1.603122969,0.027067451,1,0,2.657468439,0.204272278
892,1.50518,0,1.38903,0.02523,1.470092683,0.053995763,1.6029055,0.02716367,1,0,2.652128987,0.199988071
893,1.50518,0,1.38731,0.02538,1.469995122,0.054270339,1.60268803,0.02725989,1,0,2.646789536,0.195703864
894,1.50518,0,1.38561,0.02553,1.469897561,0.054540759,1.602470561,0.027356109,1,0,2.641450085,0.191419656
895,1.50517,0,1.38392,0.02568,1.4698,0.054794552,1.602253091,0.027452329,1,0,2.636110634,0.187135449
896,1.50517,0,1.38221,0.02583,1.469702439,0.055048345,1.602035622,0.027548548,1,0,2.630771183,0.182851242
897,1.50517,0,1.3805,0.02598,1.469604878,0.055302138,1.601818152,0.027644768,1,0,2.625431731,0.178567034
898,1.50517,0,1.3788,0.02613,1.469507317,0.055555931,1.601600683,0.027740987,1,0,2.62009228,0.174282827
899,1.50517,0,1.37708,0.02629,1.469409756,0.055809724,1.601383213,0.027837207,1,0,2.614752829,0.16999862
900,1.50516,0,1.37536,0.02644,1.469312195,0.056063517,1.601165743,0.027933426,1,0,2.609413378,0.165714413
901,1.50516,0,1.37359,0.0266,1.469214634,0.05631731,1.600948274,0.028029646,1,0,2.604073926,0.161430205
902,1.50516,0,1.37187,0.02675,1.469117073,0.056571103,1.600730804,0.028125865,1,0,2.598734475,0.157145998
903,1.50516,0,1.37016,0.02691,1.469019512,0.056824897,1.600513335,0.028222085,1,0,2.593395024,0.152861791
904,1.50516,0,1.36839,0.02707,1.468938211,0.05707869,1.600295865,0.028318304,1,0,2.588055573,0.148577583
905,1.50516,0,1.36665,0.02723,1.468860976,0.057332483,1.600078396,0.028414524,1,0,2.582716122,0.144293376
906,1.50515,0,1.36494,0.02739,1.46878374,0.057586276,1.599860926,0.028510743,1,0,2.57737667,0.140009169
907,1.50515,0,1.36317,0.02755,1.468706504,0.057840069,1.599643457,0.028606963,1,0,2.572037219,0.135724961
908,1.50515,0,1.3614,0.02771,1.468629268,0.058093862,1.599425987,0.028703182,1,0,2.566697768,0.131440754
909,1.50515,0,1.35962,0.02788,1.468552033,0.058370221,1.599208518,0.028799402,1,0,2.561358317,0.127156547
910,1.50515,0,1.35786,0.02804,1.468474797,0.05865625,1.598991048,0.028895621,1,0,2.556018865,0.122872339
911,1.50515,0,1.35609,0.0282,1.468397561,0.058942279,1.598773579,0.028991841,1,0,2.550679414,0.118588132
912,1.50514,0,1.35432,0.02837,1.468320325,0.059228309,1.598556109,0.02908806,1,0,2.545339963,0.114303925
913,1.50514,0,1.35255,0.02854,1.468243089,0.059514338,1.59833864,0.02918428,1,0,2.540000512,0.110019717
914,1.50514,0,1.35078,0.02871,1.468165854,0.059800368,1.59812117,0.029280499,1,0,2.534661061,0.10573551
915,1.50514,0,1.34901,0.02888,1.468088618,0.060086397,1.597903701,0.029376719,1,0,2.529321609,0.101451303
916,1.50514,0,1.34721,0.02905,1.468011382,0.060372426,1.597686231,0.029472938,1,0,2.523982158,0.097167095
917,1.50514,0,1.34538,0.02922,1.467934146,0.060658456,1.597468762,0.029569158,1,0,2.518642707,0.092882888
918,1.50513,0,1.3436,0.02939,1.467856911,0.060944485,1.597251292,0.029665377,1,0,2.513303256,0.088598681
919,1.50513,0,1.3418,0.02957,1.467779675,0.061230515,1.597033852,0.029766295,1,0,2.508580678,0.085827563
920,1.50513,0,1.33997,0.02974,1.467702439,0.061516544,1.596816431,0.029870362,1,0,2.504271753,0.084071068
921,1.50513,0,1.33818,0.02992,1.467625203,0.061802574,1.59659901,0.02997443,1,0,2.499962829,0.082314574
922,1.50513,0,1.3364,0.0301,1.467547967,0.062085528,1.596381589,0.030078498,1,0,2.495653904,0.08055808
923,1.50513,0,1.33457,0.03028,1.467470732,0.062340807,1.596164169,0.030182565,1,0,2.49134498,0.078801585
924,1.50512,0,1.33273,0.03046,1.467393496,0.062596087,1.595946748,0.030286633,1,0,2.487036056,0.077045091
925,1.50512,0,1.33089,0.03064,1.46731626,0.062851366,1.595729327,0.0303907,1,0,2.482727131,0.075288597
926,1.50512,0,1.32906,0.03082,1.467239024,0.063106646,1.595511906,0.030494768,1,0,2.478418207,0.073532102
927,1.50512,0,1.32724,0.031,1.467161789,0.063361925,1.595294485,0.030598836,1,0,2.474109282,0.071775608
928,1.50512,0,1.3254,0.03118,1.46709434,0.063617205,1.595077064,0.030702903,1,0,2.469800358,0.070019114
929,1.50511,0,1.32357,0.03137,1.467066038,0.063872484,1.594859643,0.030806971,1,0,2.465491433,0.068262619
930,1.50511,0,1.32173,0.03156,1.467037736,0.064127764,1.594642223,0.030911038,1,0,2.461182509,0.066506125
931,1.50511,0,1.3199,0.03175,1.467009434,0.064383043,1.594424802,0.031015106,1,0,2.456873584,0.064749631
932,1.50511,0,1.31802,0.03193,1.466981132,0.064638323,1.594207381,0.031119173,1,0,2.45256466,0.062993136
933,1.50511,0,1.31613,0.03212,1.46695283,0.064893602,1.59398996,0.031223241,1,0,2.448255736,0.061236642
934,1.50511,0,1.31429,0.03232,1.466924528,0.065148882,1.593772539,0.031327309,1,0,2.443946811,0.059480148
935,1.5051,0,1.31242,0.03251,1.466896226,0.065404161,1.593555118,0.031431376,1,0,2.439637887,0.057723653
936,1.5051,0,1.31052,0.0327,1.466867925,0.065659441,1.593337698,0.031535444,1,0,2.435328962,0.055967159
937,1.5051,0,1.30869,0.0329,1.466839623,0.06591472,1.593120277,0.031639511,1,0,2.431020038,0.054210665
938,1.5051,0,1.30684,0.0331,1.466811321,0.06617,1.592902856,0.031743579,1,0,2.426711113,0.052454171
939,1.5051,0,1.30493,0.03329,1.466783019,0.066493622,1.592685435,0.031847646,1,0,2.422402189,0.050697676
940,1.5051,0,1.30303,0.03349,1.466754717,0.066817244,1.592468014,0.031951714,1,0,2.418093264,0.048941182
941,1.50509,0,1.30114,0.03369,1.466726415,0.067140866,1.592250593,0.032055782,1,0,2.41378434,0.047184688
942,1.50509,0,1.29922,0.0339,1.466698113,0.067464488,1.592033172,0.032159849,1,0,2.409475416,0.045428193
943,1.50509,0,1.29731,0.0341,1.466669811,0.06778811,1.591815752,0.032263917,1,0,2.405166491,0.043671699
944,1.50509,0,1.29541,0.03431,1.466641509,0.068111732,1.591598331,0.032367984,1,0,2.400857567,0.041915205
945,1.50509,0,1.29346,0.03451,1.466613208,0.068435354,1.59138091,0.032472052,1,0,2.396548642,0.04015871
946,1.50509,0,1.29152,0.03472,1.466584906,0.068758976,1.591163489,0.03257612,1,0,2.392239718,0.038402216
947,1.50508,0,1.28963,0.03493,1.466556604,0.069082598,1.590946068,0.032680187,1,0,2.387930793,0.036645722
948,1.50508,0,1.28773,0.03514,1.466528302,0.06940622,1.590728647,0.032784255,1,0,2.383621869,0.034889227
949,1.50508,0,1.28581,0.03535,1.4665,0.069729843,1.590511227,0.032888322,1,0,2.379312944,0.033132733
950,1.50508,0,1.28385,0.03556,1.466471831,0.070053465,1.590293806,0.03299239,1,0,2.37500402,0.031376239
951,1.50508,0,1.28189,0.03578,1.466443662,0.070375294,1.590076385,0.033096457,1,0,2.370695096,0.029619744
952,1.50507,0,1.27993,0.03599,1.466415493,0.070692941,1.589858964,0.033200525,1,0,2.366386171,0.02786325
953,1.50507,0,1.27796,0.03621,1.466387324,0.071010588,1.589641543,0.033304593,1,0,2.362077247,0.026106756
954,1.50507,0,1.276,0.03643,1.466359155,0.071328235,1.58942437,0.033411093,1,0,2.358086646,0.02467661
955,1.50507,0,1.27404,0.03665,1.466330986,0.071645882,1.58920785,0.033523992,1,0,2.35493358,0.024105112
956,1.50507,0,1.27207,0.03687,1.466302817,0.071963529,1.58899133,0.033636892,1,0,2.351780514,0.023533615
957,1.50507,0,1.2701,0.0371,1.466274648,0.072281176,1.58877481,0.033749792,1,0,2.348627448,0.022962117
958,1.50506,0,1.26813,0.03732,1.466246479,0.072598824,1.58855829,0.033862691,1,0,2.345474382,0.02239062
959,1.50506,0,1.26616,0.03755,1.46621831,0.072916471,1.58834177,0.033975591,1,0,2.342321316,0.021819122
960,1.50506,0,1.26419,0.03778,1.466190141,0.073234118,1.58812525,0.034088491,1,0,2.33916825,0.021247625
961,1.50506,0,1.26217,0.03801,1.466161972,0.073550221,1.58790873,0.034201391,1,0,2.336015184,0.020676127
962,1.50506,0,1.26018,0.03824,1.466133803,0.073852426,1.58769221,0.03431429,1,0,2.332862118,0.02010463
963,1.50506,0,1.25821,0.03847,1.466105634,0.074154632,1.58747569,0.03442719,1,0,2.329709052,0.019533132
964,1.50505,0,1.25619,0.0387,1.466077465,0.074456838,1.58725917,0.03454009,1,0,2.326555985,0.018961635
965,1.50505,0,1.25416,0.03894,1.466049296,0.074759044,1.58704265,0.034652989,1,0,2.323402919,0.018390137
966,1.50505,0,1.25212,0.03918,1.466021127,0.07506125,1.58682613,0.034765889,1,0,2.320249853,0.01781864
967,1.50505,0,1.2501,0.03942,1.465992958,0.075363456,1.58660961,0.034878789,1,0,2.317096787,0.017247142
968,1.50505,0,1.24808,0.03966,1.465964789,0.075665662,1.58639309,0.034991689,1,0,2.313943721,0.016675645
969,1.50505,0,1.24605,0.0399,1.46593662,0.075967868,1.58617657,0.035104588,1,0,2.310790655,0.016104147
970,1.50504,0,1.24403,0.04014,1.465908451,0.076270074,1.58596005,0.035217488,1,0,2.307637589,0.01553265
971,1.50504,0,1.242,0.04039,1.465906604,0.076572279,1.58574353,0.035330388,1,0,2.304484523,0.014961153
972,1.50504,0,1.23996,0.04064,1.465916038,0.076874485,1.58552701,0.035443287,1,0,2.301331457,0.014389655
973,1.50504,0,1.23789,0.04089,1.465925472,0.077176691,1.58531049,0.035556187,1,0,2.298178391,0.013818158
974,1.50504,0,1.2358,0.04114,1.465934906,0.077478897,1.58509397,0.035669087,1,0,2.295025325,0.01324666
975,1.50503,0,1.23377,0.04139,1.46594434,0.077781103,1.58487745,0.035781987,1,0,2.291872259,0.012675163
976,1.50503,0,1.23172,0.04165,1.465953774,0.078083309,1.58466093,0.035894886,1,0,2.288719193,0.012103665
977,1.50503,0,1.22964,0.0419,1.465963208,0.078385515,1.58444441,0.036007786,1,0,2.285566127,0.011532168
978,1.50503,0,1.22754,0.04216,1.465972642,0.078687721,1.58422789,0.036120686,1,0,2.282413061,0.01096067
979,1.50503,0,1.22543,0.04242,1.465982075,0.078989926,1.58401137,0.036233585,1,0,2.279259995,0.010389173
980,1.50503,0,1.22334,0.04268,1.465991509,0.079292132,1.58379485,0.036346485,1,0,2.276106929,0.009817675
981,1.50502,0,1.22126,0.04295,1.466000943,0.079594338,1.58357833,0.036459385,1,0,2.272953863,0.009246178
982,1.50502,0,1.21917,0.04321,1.466010377,0.079896544,1.58336181,0.036572285,1,0,2.269800797,0.00867468
983,1.50502,0,1.21707,0.04348,1.466019811,0.08019875,1.58314529,0.036685184,1,0,2.266647731,0.008103183
984,1.50502,0,1.21498,0.04375,1.466029245,0.080500956,1.58292877,0.036798084,1,0,2.263494665,0.007531685
985,1.50502,0,1.21289,0.04402,1.466038679,0.080803162,1.58271225,0.036910984,1,0,2.260341599,0.006960188
986,1.50502,0,1.21072,0.0443,1.466048113,0.081105368,1.58249573,0.037023884,1,0,2.257188533,0.00638869
987,1.50501,0,1.20858,0.04457,1.466057547,0.081407574,1.58227921,0.037136783,1,0,2.254035467,0.005817193
988,1.50501,0,1.2065,0.04485,1.466066981,0.081709779,1.58206269,0.037249683,1,0,2.250882401,0.005245695
989,1.50501,0,1.20435,0.04513,1.466076415,0.082055405,1.58184617,0.037362583,1,0,2.247729335,0.004674198
990,1.50501,0,1.2022,0.04541,1.466085849,0.082405856,1.58162965,0.037475482,1,0,2.244576269,0.004102701
991,1.50501,0,1.20004,0.04569,1.466095283,0.082756306,1.58141313,0.037588382,1,0,2.241423203,0.003531203
992,1.50501,0,1.19788,0.04598,1.466105348,0.083106757,1.58119661,0.037701282,1,0,2.238270137,0.002959706
993,1.505,0,1.19573,0.04626,1.466116043,0.083457207,1.58098009,0.037814182,1,0,2.235117071,0.002388208
994,1.505,0,1.19356,0.04655,1.466126738,0.083807658,1.58076357,0.037927081,1,0,2.231964005,0.001816711
